"offset","source","target","note"
"0x0C51A5"," BOTH","",""
"0x0C51C7","B1 %-12s","",""
"0x0C51D7","B1  Name List ","",""
"0x0C51E6","You cannot use this name.","",""
"0x0C5207","B1 %-12s","",""
"0x0C5217","B1Sub. Name List","",""
"0x0C522F","B1 Class Name List","",""
"0x0C5249","B1 Class Name List","",""
"0x0C525C","How about the Army?","",""
"0x0C5270","My feelings exactly.","",""
"0x0C528A","C6 %s","",""
"0x0C5290","C7%2d.%-12s%-8s%-4s","",""
"0x0C52A6","This concludes our meeting.","",""
"0x0C52C2","Thank you for attending.","",""
"0x0C52DB","  INFO  ","",""
"0x0C52E4"," ENTER  ","",""
"0x0C531A","C0%-4s  %4d","",""
"0x0C5327","C%c%2d","",""
"0x0C532E","chk_kankei","",""
"0x0C5359","C0%5d+%5d","",""
"0x0C5364","C0%11d","",""
"0x0C536C","C0 (%2d)%6d","",""
"0x0C5378","Navy","",""
"0x0C537D","Army","",""
"0x0C5382","Foreign","",""
"0x0C538A","Bases","",""
"0x0C5390","Technology","",""
"0x0C539B","Government","",""
"0x0C53A7","C0(%2d)%6d","",""
"0x0C53B2","Spy Tech","",""
"0x0C53BB","Naval Tech","",""
"0x0C53C6","Aeronautic","",""
"0x0C53D1","Weaponry","",""
"0x0C53DA","Industry","",""
"0x0C53E3","Will you state your ideas?","",""
"0x0C5418","B1Turn","",""
"0x0C541F","C2%2d","",""
"0x0C544F","!0*@","",""
"0x0C5480"," ?HIpS","",""
"0x0C549C","Army Div.","",""
"0x0C54A6","Army Div.","",""
"0x0C54B7","0Marines","",""
"0x0C54C0","Marines","",""
"0x0C54D1","B1%3d","",""
"0x0C54DA","%4d-%4d","",""
"0x0C54E6","C7Near %s","",""
"0x0C54F0","Post","",""
"0x0C54F5","Base","",""
"0x0C54FA","the %s %s","",""
"0x0C5508","C7Near %s","",""
"0x0C5512","A.F.","",""
"0x0C5517","OFFENSE","",""
"0x0C551F","DEFENSE","",""
"0x0C5528","B1%s ","",""
"0x0C5540","C7Forces %3d(-%2d) ->%3d","",""
"0x0C555D","C%d%s","",""
"0x0C5567","C7Tanks  %3d(-%2d) ->%3d","",""
"0x0C5588","%s %s Fleet A.F.","",""
"0x0C5599","%s %s Base A.F.","",""
"0x0C55AD","C7Planes %3d(-%2d) ->%3d","",""
"0x0C55CA","C%d%s Base","",""
"0x0C55D9","C7Yield  %3d(-%2d) ->%3d","",""
"0x0C55F2","%s %s Commander","",""
"0x0C5603","Win this war for us...","",""
"0x0C561A","%s %s Commander","",""
"0x0C562B","Win this war for us...","",""
"0x0C564D","%s %s","",""
"0x0C5653","%s Fleet A.F.","",""
"0x0C5661","%s A.F.","",""
"0x0C5669","%s Base","",""
"0x0C5672","%16s","",""
"0x0C5677","%16s","",""
"0x0C567C","%-16s","",""
"0x0C5682","%-16s","",""
"0x0C568F","HIT ANY KEY","",""
"0x0C56A8","SAVEDATA.TK2","",""
"0x0C56B6","BMAP.TK2","",""
"0x0C56C0","SHIP.TK2","",""
"0x0C56CA","TANK.TK2","",""
"0x0C56D4","PLANE.TK2","",""
"0x0C56DE","SENSUI.TK2","",""
"0x0C56EA","MEIREI.TK2","",""
"0x0C56F6","JOGEN.TK2","",""
"0x0C5700","LOGO.TK2","",""
"0x0C570A","WAKU1.TK2","",""
"0x0C5714","SCESETSU.TK2","",""
"0x0C5722","GAIJI.TK2","",""
"0x0C572C","COMPIC.TK2","",""
"0x0C5738","EVPIC.TK2","",""
"0x0C5742","RUMAP.TK2","",""
"0x0C574C","PHASE.TK2","",""
"0x0C5756","MAKE.TK2","",""
"0x0C5760","KAO.TK2","",""
"0x0C5768","NWEAPON.TK2","",""
"0x0C5774","MMAP.TK2","",""
"0x0C577E","WAKU2.TK2","",""
"0x0C5788","BATTLE.TK2","",""
"0x0C5794","LAND.TK2","",""
"0x0C579E","COAST.TK2","",""
"0x0C57A8","HARBOR.TK2","",""
"0x0C57B4","LANDUNIT.TK2","",""
"0x0C57C2","LANDBACK.TK2","",""
"0x0C57D0","MSG1.TK2","",""
"0x0C57DA","SCESTART.TK2","",""
"0x0C57E8","KNDATA","",""
"0x0C57F0","NCTDATA","",""
"0x0C57F8","KCKKDATA","",""
"0x0C5802","KKDATA","",""
"0x0C580A","KDATA","",""
"0x0C5810","KSDATA","",""
"0x0C5818","KTDATA","",""
"0x0C5820","SJDATA","",""
"0x0C5828","ARDATA","",""
"0x0C5830","GRDATA","",""
"0x0C5838","NVDATA","",""
"0x0C5840","AMDATA","",""
"0x0C5848","PLDATA","",""
"0x0C5850","TKDATA","",""
"0x0C5858","NSDDATA","",""
"0x0C5860","NRKDATA","",""
"0x0C5868","STDATA","",""
"0x0C5870","SSDATA","",""
"0x0C5878","KAICG.TK2","",""
"0x0C5882","KAIANM.TK2","",""
"0x0C588E","KAIMSG.TK2","",""
"0x0C589A","DBFILE.TK2","",""
"0x0C58A6","SBT.TK2","",""
"0x0C58AE","KSNAME.TK2","",""
"0x0C58BA","SSNAME.TK2","",""
"0x0C58C6","NGAIJI.TK2","",""
"0x0C58D2","EVMSG.TK2","",""
"0x0C58DC","EDATA.TK2","",""
"0x0C58F5","OPEN.AVI","",""
"0x0C58FE","PLANE.PAL","",""
"0x0C5922"," YES  ","",""
"0x0C5929","  NO  ","",""
"0x0C5934","""5:5<5B5","",""
"0x0C5953","R%c%s","",""
"0x0C595A","Is this OK?","",""
"0x0C5966","%s%s","",""
"0x0C5980","%3d - %3d","",""
"0x0C598E","B0%12s","",""
"0x0C5999","B0Force","",""
"0x0C59A5","B7Ore  ","",""
"0x0C59B0","B0 Oil  Matl","",""
"0x0C59BF","565p","",""
"0x0C59C8","$}Poor    Avg.    Rich","",""
"0x0C59DF","Poor    Avg.    Rich","",""
"0x0C59F4"," FLEET  ","",""
"0x0C59FD","RESOURCE","",""
"0x0C5A06"," FORCE  ","",""
"0x0C5A0F","  NET   ","",""
"0x0C5A18","  BASE  ","",""
"0x0C5A21","  END   ","",""
"0x0C5A32","B0%2d","",""
"0x0C5A3C","B7FLEET ","",""
"0x0C5A48","B0 SUB.","",""
"0x0C5A54","B0%2d","",""
"0x0C5A5E","B0FLEET ","",""
"0x0C5A6A","B7 SUB.","",""
"0x0C5A8A","Move","",""
"0x0C5A8F","Plan","",""
"0x0C5A9F","C0Navy Budget%11d","",""
"0x0C5AB1","Naval Materials%7d","",""
"0x0C5AC4","budget","",""
"0x0C5ACB","materials","",""
"0x0C5AD5","There are not enough %s.","",""
"0x0C5B03","C0Days required%10d","",""
"0x0C5B17","ENTER","",""
"0x0C5B1D","CANCEL","",""
"0x0C5B24","Please name your ship.","",""
"0x0C5B42","B1%s  %s Class","",""
"0x0C5B58","B1Name: %-12s","",""
"0x0C5B66","Name: %s","",""
"0x0C5B70","warship","",""
"0x0C5B79","warship","",""
"0x0C5B81","ENTER","",""
"0x0C5B87","CANCEL","",""
"0x0C5B95","B1%s Class","",""
"0x0C5BA7","B1Name: %-11s","",""
"0x0C5BB5","Name: %s","",""
"0x0C5BBF","submarine","",""
"0x0C5BCA","submarine","",""
"0x0C5BD4","set_koutype","",""
"0x0C5BE0","set_yobiki","",""
"0x0C5BEF","Starting %s production.","",""
"0x0C5C08","%3d%5d%7d%7d%6d/%4d","",""
"0x0C5C1C","transport","",""
"0x0C5C3E","%-12s ","",""
"0x0C5C45","%-4s","",""
"0x0C5C4E","%4d%5d%5d%5d","",""
"0x0C5C5B","%5d%6d%3d/%2d%3d%3d/%2d ","",""
"0x0C5C78","B1%3d ","",""
"0x0C5C7F","%2d mo","",""
"0x0C5C86","The %s will be scuttled.","",""
"0x0C5CA4","B1 %2d %-13s","",""
"0x0C5CB1","%-11s","",""
"0x0C5CB7","%2d%6d%3d/%2d%3d   ","",""
"0x0C5CCB","%d mo","",""
"0x0C5CD1"," DESIGN","",""
"0x0C5CD9"," BUILD","",""
"0x0C5CE0"," SCUTTLE","",""
"0x0C5CE9"," END","",""
"0x0C5CEE"," Design","",""
"0x0C5CF6"," WARSHIP ","",""
"0x0C5D00","SUBMARINE","",""
"0x0C5D0A"," NEW SHIP","",""
"0x0C5D28"," Build","",""
"0x0C5D2F","WARSHIP ","",""
"0x0C5D38","SUBMARINE","",""
"0x0C5D42","AIRCRAFT","",""
"0x0C5D4B","TRANSPORT","",""
"0x0C5D56","(9\\9/9`989d9B9h9K9","",""
"0x0C5D6E"," Scuttle","",""
"0x0C5D77"," WARSHIP ","",""
"0x0C5D81","SUBMARINE","",""
"0x0C5D9C","What would you like to do?","",""
"0x0C5DC7","  000 ","",""
"0x0C5DCE","  000 ","",""
"0x0C5DD5","  000 ","",""
"0x0C5DDC","  000 ","",""
"0x0C5DE3","  000 ","",""
"0x0C5DEA","  000 ","",""
"0x0C5DF1","  000 ","",""
"0x0C5DF8","  000 ","",""
"0x0C5DFF","  000 ","",""
"0x0C5E06","  000 ","",""
"0x0C5E0D","  000 ","",""
"0x0C5E14","  000 ","",""
"0x0C5E1B","  000 ","",""
"0x0C5E22","  000 ","",""
"0x0C5E29","  000 ","",""
"0x0C5E30","  000 ","",""
"0x0C5E37","  000 ","",""
"0x0C5E3E","  000 ","",""
"0x0C5E45","  000 ","",""
"0x0C5E4C","  000 ","",""
"0x0C5E53","  000 ","",""
"0x0C5E5A","  000 ","",""
"0x0C5E61","  000 ","",""
"0x0C5E68","  000 ","",""
"0x0C5E6F","  ENTER  ","",""
"0x0C5E92","type2no","",""
"0x0C5E9A","Type2AboutType","",""
"0x0C5EA9"," DONE ","",""
"0x0C5EB0","%5d ","",""
"0x0C5EB5"," INC. ","",""
"0x0C5EBC","  ENTER   ","",""
"0x0C5EC7","  CANCEL  ","",""
"0x0C5EF1","B=%-11s%2d/%2d","",""
"0x0C5F00","Stern","",""
"0x0C5F06","Port","",""
"0x0C5F0F","Starboard","",""
"0x0C5F19","Speed","",""
"0x0C5F1F","Material","",""
"0x0C5F28","vs Air","",""
"0x0C5F2F","Aircraft","",""
"0x0C5F38","vs Fleet","",""
"0x0C5F41","Torp.Power","",""
"0x0C5F4C","Speed","",""
"0x0C5F52","Material","",""
"0x0C5F5B","Armor","",""
"0x0C5F61","Torp.Power","",""
"0x0C5F73","B=%s Class","",""
"0x0C5F85","B0Capacity","",""
"0x0C5F90","Rest:%4d/%4d","",""
"0x0C5FA4","B0%s (%2d/%2d)","",""
"0x0C5FBA","B0%s","",""
"0x0C5FC1","Please design the ship.","",""
"0x0C5FD9","Name: %s","",""
"0x0C5FE6","Please design the submarine.","",""
"0x0C6003","Name: %s","",""
"0x0C600D","New%d","",""
"0x0C6013","What warship will you design?","",""
"0x0C6031","It has not been completed.","",""
"0x0C604C","Completed.","",""
"0x0C609C","C5%s C-in-C, Pacific Fleet","",""
"0x0C60CE","%-16s","",""
"0x0C60D4","Commander","",""
"0x0C60DE","%-12s","",""
"0x0C60E8","C7%s","",""
"0x0C60FC","B0%s","",""
"0x0C6111","Combined","",""
"0x0C611A","Pacific","",""
"0x0C6175","5!""#$""$%$&'""#%#","",""
"0x0C6185","()*(*)*+,())*You have selected number %d.","",""
"0x0C61B0","Victory Conditions","",""
"0x0C61C3","Combined","",""
"0x0C61CC","Pacific","",""
"0x0C61D4","Staff","",""
"0x0C61DA","Operations","",""
"0x0C61E6","SAVEDATA2.TK2","",""
"0x0C61F4"," What will you do?","",""
"0x0C6207","     NEW GAME","",""
"0x0C6215","    LOAD GAME","",""
"0x0C6223"," LISTEN TO MUSIC","",""
"0x0C623D",">B>#>F}","",""
"0x0C624A","CANCEL","",""
"0x0C6254","12/ 8/41","",""
"0x0C625D","11/26/41","",""
"0x0C6266"," 5/27/42","",""
"0x0C626F"," 3/31/44","",""
"0x0C6278","12/ 9/41","",""
"0x0C6281"," 6/ 5/42","",""
"0x0C628A"," 8/ 7/42","",""
"0x0C6293"," 5/ 3/44","",""
"0x0C629C","10/18/44","",""
"0x0C62A5"," 2/19/45","",""
"0x0C62AE","The Day of Infamy   ","",""
"0x0C62C3","The Brink of War    ","",""
"0x0C62D8","Counter Offensive   ","",""
"0x0C62ED","Approaching V-Day   ","",""
"0x0C6302","Southern Operation  ","",""
"0x0C6317","Battle of Midway    ","",""
"0x0C632C","U.S.-Australia Plan ","",""
"0x0C6341","Operation A-GO      ","",""
"0x0C6356","Battle at Leyte     ","",""
"0x0C636B","The Final Days      ","",""
"0x0C6381","C0%d.%s %s","",""
"0x0C638D","C%c%d.%s %s","",""
"0x0C639D"," Which will you play?","",""
"0x0C63B3","       U.S.A.       ","",""
"0x0C63C8","       JAPAN        ","",""
"0x0C63DD","     BOTH SIDES     ","",""
"0x0C63F2","      DEMO GAME     ","",""
"0x0C6420"," View which?","",""
"0x0C642D","       U.S.A.       ","",""
"0x0C6442","       JAPAN        ","",""
"0x0C6458"," @^@-@b@B@","",""
"0x0C6478","There is no saved data.","",""
"0x0C6490","Not saved data.","",""
"0x0C64A0","Load No.%d.","",""
"0x0C64AD","Loading...","",""
"0x0C64F0","DD<#D<<#","",""
"0x0C64FA","D?40","",""
"0x0C6519","  START","",""
"0x0C6521"," CANCEL","",""
"0x0C652F","A4A6A<A6*","",""
"0x0C653A","!AZ@","",""
"0x0C6542","SCE0.AVI","",""
"0x0C654B","SCE1.AVI","",""
"0x0C6554","SCE2.AVI","",""
"0x0C655D","SCE3.AVI","",""
"0x0C6566","SCE4.AVI","",""
"0x0C656F","SCE5.AVI","",""
"0x0C6578","SCE6.AVI","",""
"0x0C6581","SCE7.AVI","",""
"0x0C658A","SCE8.AVI","",""
"0x0C6593","SCE9.AVI","",""
"0x0C65A0","B1%s  %s","",""
"0x0C65AA","Making Save Data File...","",""
"0x0C65D2",".KOB","",""
"0x0C65D7","TMP.MID","",""
"0x0C65DF",".KOS","",""
"0x0C65E4","TMP.WAV","",""
"0x0C65EC","File write error.","",""
"0x0C65FE",".KOB","",""
"0x0C6603","TMP.MID","",""
"0x0C660B",".KOS","",""
"0x0C6610","TMP.WAV","",""
"0x0C661E","cdaudio","",""
"0x0C662E","waveaudio","",""
"0x0C6638","WTEK2001.KOS","",""
"0x0C6645","WTEK2002.KOS","",""
"0x0C6652","WTEK2003.KOS","",""
"0x0C665F","WTEK2004.KOS","",""
"0x0C666C","WTEK2005.KOS","",""
"0x0C6679","WTEK2006.KOS","",""
"0x0C6686","WTEK2007.KOS","",""
"0x0C6693","WTEK2008.KOS","",""
"0x0C66A0","WTEK2009.KOS","",""
"0x0C66AD","WTEK2010.KOS","",""
"0x0C66BA","WTEK2011.KOS","",""
"0x0C66C7","WTEK2012.KOS","",""
"0x0C66D4","WTEK2013.KOS","",""
"0x0C66E8","SGRP.TK2","",""
"0x0C6746","Can't open CD-ROM DEVICE.","",""
"0x0C6760"," Base","",""
"0x0C6766"," Post","",""
"0x0C676C","Navy","",""
"0x0C6771","Army","",""
"0x0C6776","lC|CqC","",""
"0x0C677D","CMarines","",""
"0x0C6786","Marines","",""
"0x0C6793","C0ARAdm","",""
"0x0C679B","VAdm","",""
"0x0C67A4","FAdm","",""
"0x0C67B7","CxCRear Admiral","",""
"0x0C67C7","Vice Admiral","",""
"0x0C67D4","Admiral","",""
"0x0C67DC","Fleet Admiral","",""
"0x0C67EA","Major Genaral","",""
"0x0C67F8","Lt. General","",""
"0x0C6804","General","",""
"0x0C680C","Gen. of Army","",""
"0x0C6819","Move","",""
"0x0C681E","Supply","",""
"0x0C6825","Engage","",""
"0x0C682C","Strike","",""
"0x0C6833","Shell","",""
"0x0C6839","Land","",""
"0x0C683E","Patrol","",""
"0x0C6845","Attack","",""
"0x0C684C","Port","",""
"0x0C6851","Sabotage","",""
"0x0C685A","Patrol","",""
"0x0C6861","Attack","",""
"0x0C6868","LDnDQDrDZDvDaD","",""
"0x0C6877","CPatrol","",""
"0x0C687F","Attack","",""
"0x0C6886","Defend","",""
"0x0C6899","DOccupy","",""
"0x0C68A1","Defend","",""
"0x0C68BE"," Command","",""
"0x0C68C7"," INFO","",""
"0x0C68DA"," Select","",""
"0x0C68E2"," ORDER","",""
"0x0C68E9"," CANCEL","",""
"0x0C68F1"," INFO","",""
"0x0C690C","Safely land soldiers at","",""
"0x0C6929","seas.","",""
"0x0C692F","the surrounding seas.","",""
"0x0C6945","the surrounding seas.","",""
"0x0C695E","fE)EjE","",""
"0x0C6966","nE/ErE","",""
"0x0C6973","D%dth","",""
"0x0C6979","%dst","",""
"0x0C697E","%dnd","",""
"0x0C6983","%drd","",""
"0x0C6995","EbE999th","",""
"0x0C69B1","%2d / %2d / %4d","",""
"0x0C69C1","%s %s %s","",""
"0x0C69CA","%s %s %s","",""
"0x0C69D3","%s %s Army Div","",""
"0x0C69E2","%s %s Army Div","",""
"0x0C69FA","%s %s Fleet","",""
"0x0C6A06","%s %s Fleet","",""
"0x0C6A12","Jan.","",""
"0x0C6A17","Feb.","",""
"0x0C6A1C","Mar.","",""
"0x0C6A21","Apr.","",""
"0x0C6A2A","Jun.","",""
"0x0C6A2F","Jul.","",""
"0x0C6A34","Aug.","",""
"0x0C6A39","Sep.","",""
"0x0C6A3E","Oct.","",""
"0x0C6A43","Nov.","",""
"0x0C6A48","Dec.","",""
"0x0C6A4D","Japan","",""
"0x0C6A53","U.S.A.","",""
"0x0C6A5A","England","",""
"0x0C6A62","Holland","",""
"0x0C6A6A","Australia","",""
"0x0C6A74","U.S.S.R.","",""
"0x0C6A7D","China","",""
"0x0C6A83","Thailand","",""
"0x0C6A8C","Germany","",""
"0x0C6AB8","clear","",""
"0x0C6ABE","cloudy","",""
"0x0C6AC5","rain","",""
"0x0C6ACE","snow","",""
"0x0C6AD3","storm","",""
"0x0C6AF1","ECarrier","",""
"0x0C6AFA","Light Carrier","",""
"0x0C6B08","Dreadnought","",""
"0x0C6B14","Battleship","",""
"0x0C6B1F","Heavy Cruiser","",""
"0x0C6B2D","Light Cruiser","",""
"0x0C6B3B","Destroyer","",""
"0x0C6B45","Submarine","",""
"0x0C6B69","Fleet Fighter","",""
"0x0C6B77","Land Fighter","",""
"0x0C6B84","Fleet Bomber","",""
"0x0C6B91","Fleet Attack","",""
"0x0C6B9E","Land Attack","",""
"0x0C6BAA","Navy Scout","",""
"0x0C6BB5","Str. Bomber","",""
"0x0C6BC1","Army Fighter","",""
"0x0C6BCE","Army Bomber","",""
"0x0C6BDA","Army Scout","",""
"0x0C6BE5","Str. Bomber","",""
"0x0C6C12","Vertical","",""
"0x0C6C1B","Double","",""
"0x0C6C22","Horizontal","",""
"0x0C6C2D","Diagonal","",""
"0x0C6C36","Circular","",""
"0x0C6C45","HJH""HNH-HRH6H","",""
"0x0C6C53","FFleet","",""
"0x0C6C5A","Base A.F.","",""
"0x0C6C64","Marines","",""
"0x0C6C6C","Marines","",""
"0x0C6C74","Army Div","",""
"0x0C6C7D","L.Force","",""
"0x0C6C85","Unit","",""
"0x0C6C8A","Submarine","",""
"0x0C6C94","fleet","",""
"0x0C6C9A","base A.F.","",""
"0x0C6CA4","marines","",""
"0x0C6CAC","marines","",""
"0x0C6CB4","army division","",""
"0x0C6CC2","land force","",""
"0x0C6CCD","unit","",""
"0x0C6CD2","submarine","",""
"0x0C6D00","TEE`","",""
"0x0C6D0C","We have a report from the %s. ","",""
"0x0C6D65","%s%s%s","",""
"0x0C6D6D","C%c%s","",""
"0x0C6D74"," Command","",""
"0x0C6D7D","ORDER","",""
"0x0C6D83","CANCEL","",""
"0x0C6D8A","SCUTTLE","",""
"0x0C6DA6","CV:%d BB:%d CA:%d DD:%d","",""
"0x0C6DBE","Details unknown.","",""
"0x0C6DCF","not ","",""
"0x0C6DD5","%s A.F.","",""
"0x0C6DDD","%s %s","",""
"0x0C6DE3","%s A.F.","",""
"0x0C6DF1","C0%s","",""
"0x0C6DF7","C7%s","",""
"0x0C6E14","%-12s","",""
"0x0C6E1E","(%s %s)","",""
"0x0C6E26","%14s","",""
"0x0C6E2E","Yield%4d/%2d","",""
"0x0C6E3F","?????","",""
"0x0C6E45","Navy Matl %s","",""
"0x0C6E56","?????","",""
"0x0C6E5C","Army Matl %s","",""
"0x0C6E69","Truck%2d","",""
"0x0C6E72","Trans%2d %s","",""
"0x0C6E7E","Trans?? Truck??","",""
"0x0C6E8E","Build","",""
"0x0C6E98","C4%d","",""
"0x0C6EA1","C3%d","",""
"0x0C6EBB","Harbor   %5s ","",""
"0x0C6EC9","Build","",""
"0x0C6ED3","C4%d","",""
"0x0C6EDC","C3%d","",""
"0x0C6EF6","Dock     %-5s ","",""
"0x0C6F05","Build","",""
"0x0C6F0B","%d - ","",""
"0x0C6F11","C3%d","",""
"0x0C6F19","? - ","",""
"0x0C6F25","Airfld   %5s ","",""
"0x0C6F33","Shipment","",""
"0x0C6F3C","C5%2d","",""
"0x0C6F42","C7day%1s","",""
"0x0C6F4E","ORDER","",""
"0x0C6F54","ASSIGN","",""
"0x0C6F5B","PERSONNEL","",""
"0x0C6F65","INFO","",""
"0x0C6F6A","ARMAMENT","",""
"0x0C6F73","OPTION","",""
"0x0C6F7A","EXECUTE","",""
"0x0C6FAA","C0%s","",""
"0x0C6FB0","C7%s","",""
"0x0C6FC0"," GUN RANGE","",""
"0x0C6FCB"," AIR RANGE","",""
"0x0C6FD6"," ENTER","",""
"0x0C6FDD"," CANCEL","",""
"0x0C6FE9","B1%s","",""
"0x0C6FEE","%-12s","",""
"0x0C6FF4","%3d-%3d","",""
"0x0C6FFC","Pos. %9s","",""
"0x0C7005","Spd. %3d knots","",""
"0x0C7014","Armor%2d Torp%3d","",""
"0x0C7025","Mat'l%3d(%3d%%)","",""
"0x0C7035","SeaR","",""
"0x0C703A","/GunR","",""
"0x0C7040","None","",""
"0x0C7045","Arms %9s","",""
"0x0C704E","None ","",""
"0x0C7054","%s%2s","",""
"0x0C705A","%s %2s","",""
"0x0C7065","Duty %10s","",""
"0x0C7094","Occupy ","",""
"0x0C709C","Defend ","",""
"0x0C70A4","Destroy","",""
"0x0C70BF","Both","",""
"0x0C70C9","C6%s","",""
"0x0C70CE","C7%d. %-11s %-7s %s","",""
"0x0C70E2","  Fleet  ","",""
"0x0C70EC","   Base  ","",""
"0x0C70F6","Navy A.F.","",""
"0x0C7100"," Marines ","",""
"0x0C710A","Army A.F.","",""
"0x0C7114"," Division","",""
"0x0C711E","Submarine","",""
"0x0C7172","%02d","",""
"0x0C7185","%02d","",""
"0x0C7198","%02d","",""
"0x0C71AB","%02d","",""
"0x0C71F2","B1%-10s","",""
"0x0C71FA","(%s %s)","",""
"0x0C7202","%14s","",""
"0x0C7207","%-12s","",""
"0x0C720D","Aircraft%6d","",""
"0x0C7219","Scout%9d","",""
"0x0C7222","None","",""
"0x0C7227","Duty %9s","",""
"0x0C7230","Pts. %7d/8","",""
"0x0C723F","Pts. %9s","",""
"0x0C7248","Carrier%7d","",""
"0x0C7253","%-10s%4d","",""
"0x0C725C","Cruiser%7d","",""
"0x0C7267","%-10s%4d","",""
"0x0C7270","Enemy ships%3d","",""
"0x0C7282","With","",""
"0x0C7287","%s carrier.","",""
"0x0C7297","B1%4s Fleet","",""
"0x0C72A3","(%s Navy)","",""
"0x0C72AD","%-12s","",""
"0x0C72B3","%3d-%3d","",""
"0x0C72BB","Pos. %9s","",""
"0x0C72C4","Complete","",""
"0x0C72CD","Repairing","",""
"0x0C72D7","Harbor is full","",""
"0x0C72E6","%d day%s","",""
"0x0C72EF","Spd.%4d knot%s","",""
"0x0C72FE","Mat'l%8d%%","",""
"0x0C7309","None","",""
"0x0C730E","%s %2s","",""
"0x0C7318","Duty %9s","",""
"0x0C7321","Pts. %6d/%2d","",""
"0x0C7335",")JPN","",""
"0x0C733E","Move","",""
"0x0C7343","Plan","",""
"0x0C7348","%s %s Phase","",""
"0x0C7364","Canceled advancing the game.","",""
"0x0C7384"," CONFIRM","",""
"0x0C739C","B0%-45s","",""
"0x0C73A8","B0%-39s","",""
"0x0C73C0","What will you do?","",""
"0x0C73D2","Which %s will you command?","",""
"0x0C73EE","Select the orders for the %s.","",""
"0x0C740C","Select your orders.","",""
"0x0C7445","B1%-12s","",""
"0x0C7468","%s's home port was occupied!","",""
"0x0C7485","post","",""
"0x0C748A","base","",""
"0x0C748F","post","",""
"0x0C7494","base","",""
"0x0C7499","You cannot %s due to the %s.","",""
"0x0C74B6","do anything","",""
"0x0C74C2","deploy aircraft","",""
"0x0C74D2","Your orders will be canceled.","",""
"0x0C74F6","Give your orders to the %s.","",""
"0x0C7513","%d. %s","",""
"0x0C751A","Imperial HQ","",""
"0x0C7526","War Dept.","",""
"0x0C7537","M4%s","",""
"0x0C753C","%s Fleet","",""
"0x0C7545","%2d/%2d/%4d","",""
"0x0C7551","%s Base","",""
"0x0C755A","R%c%s","",""
"0x0C7560","the area %d-%d","",""
"0x0C7570","R%c%s","",""
"0x0C757A","Canceling orders.","",""
"0x0C758C"," DUTY ","",""
"0x0C7593"," CANCEL ","",""
"0x0C759C"," ENTER ","",""
"0x0C75B0","Canceling orders for all %ss.","",""
"0x0C75CF","base air force","",""
"0x0C75DE","Make a port call at","",""
"0x0C7608","%d. %s","",""
"0x0C760F","Imperial HQ","",""
"0x0C761B","War Dept.","",""
"0x0C762C","M4%-12s","",""
"0x0C7634","%-12s","",""
"0x0C763A","%2d/%2d/%4d","",""
"0x0C7646","%s Base","",""
"0x0C764F","R%c%s","",""
"0x0C7656","R%c%s","",""
"0x0C7661","%d. %6s","",""
"0x0C7669"," Base A.F.","",""
"0x0C7674","Imperial HQ","",""
"0x0C7680","War Dept.","",""
"0x0C7691","M4%s","",""
"0x0C7696","%-16s","",""
"0x0C769C","%2d/%2d/%4d","",""
"0x0C76A8","%-30s","",""
"0x0C76AE","%-30s","",""
"0x0C76B9","C0Defend the base in %s.","",""
"0x0C76DD","Q%d.%s","",""
"0x0C76E4","Imperial HQ","",""
"0x0C76F0","War Dept.","",""
"0x0C7701","M4%s","",""
"0x0C7706","%s %6s","",""
"0x0C770D","%s Army Div.","",""
"0x0C771A","%-15s","",""
"0x0C7720","%2d/%2d/%4d","",""
"0x0C772D","R%c%s","",""
"0x0C7737","FLEET","",""
"0x0C773D","SUBMARINE","",""
"0x0C7747","BASE A.F.","",""
"0x0C7751","MARINES","",""
"0x0C775A","7S`S=SdSGShSQS","",""
"0x0C776E","B:Reserves(%3d)","",""
"0x0C7782","B:Reserves(%3d)","",""
"0x0C7792","Please organize your warships.","",""
"0x0C77B1","Reserve","",""
"0x0C77B9","At Home Port","",""
"0x0C77C6","%4s Fleet %-12s","",""
"0x0C77DD","%3s  %-16s %3d %3d %3d","",""
"0x0C77F4","planes","",""
"0x0C77FB","scouts","",""
"0x0C7802","Select an aircraft.","",""
"0x0C7817","Will you assign a unit?","",""
"0x0C782F","There are no reserve %s.","",""
"0x0C7848","There are no reserve %s.","",""
"0x0C7868","FLEET","",""
"0x0C786E","BASE A.F.","",""
"0x0C7878","MARINES","",""
"0x0C7880","ARMS","",""
"0x0C7885","BASE OP.","",""
"0x0C789F","T\\SWhat will you do?","",""
"0x0C78B4","To which %s will you assign?","",""
"0x0C78D1","Select unit.","",""
"0x0C78DE","FLEET","",""
"0x0C78E4","SUBMARINE","",""
"0x0C78EE","BASE A.F.","",""
"0x0C78F8","MARINES","",""
"0x0C7918","%s A.F.","",""
"0x0C7920","%s Fleet","",""
"0x0C7929","%s %s","",""
"0x0C7937"," %-12s","",""
"0x0C793E","%-14s","",""
"0x0C7944","%-17s","",""
"0x0C794E","%4d  ","",""
"0x0C795E"," %-12s","",""
"0x0C7965","%-14s","",""
"0x0C796B","%s A.F.","",""
"0x0C7973","%s Army Div.","",""
"0x0C7981","%-16s","",""
"0x0C7987","%3d ","",""
"0x0C798C","%3d  ","",""
"0x0C7995","----","",""
"0x0C799A","Poor","",""
"0x0C799F","Avg.","",""
"0x0C79A4","Rich","",""
